I 08/19/2011 14:05:39:564 00001d60           HttpServer| Stopping server...
I 08/19/2011 14:05:39:566 00001d54            RhodesApp| RhodesApp thread shutdown
I 08/19/2011 14:05:39:566 00000d0c                 Sync| Thread shutdown
I 08/19/2011 14:12:25:348 000013f4      Rhodes.cpp: 178| Rhodes started
I 08/19/2011 14:12:25:348 000003c4         AppCallbacks| Starting main routine...
I 08/19/2011 14:12:25:348 000003c4         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:12:25:356 000013f4            RhodesApp| Trying to get free listening port.
I 08/19/2011 14:12:25:358 000013f4            RhodesApp| Trying to bind of 0 port...
I 08/19/2011 14:12:25:358 000013f4            RhodesApp| Got port to bind on: 54220
I 08/19/2011 14:12:25:358 000013f4            RhodesApp| Free listening port: 54220
I 08/19/2011 14:12:25:468 000013f4            RhodesApp| callAppActiveCallback
I 08/19/2011 14:12:25:468 000013f4         AppCallbacks| addCommand: APP-ACTIVATED
I 08/19/2011 14:12:25:468 000003c4         AppCallbacks| Received command APP-ACTIVATED which is greater than expected (LOCAL-SERVER-STARTED) - postpone it
I 08/19/2011 14:12:25:468 000003c4         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:12:25:478 000013f4         AppCallbacks| addCommand: UI-CREATED
I 08/19/2011 14:12:25:478 000003c4         AppCallbacks| Received command UI-CREATED which is greater than expected (LOCAL-SERVER-STARTED) - postpone it
I 08/19/2011 14:12:25:481 000003c4         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:12:25:481 000013f4      MainWindowProxy| navigate: 'about:blank'
I 08/19/2011 14:12:25:481 000013f4           MainWindow| WebView: loading...
I 08/19/2011 14:12:25:481 0000171c            RhodesApp| Starting RhodesApp main routine...
I 08/19/2011 14:12:25:481 000013f4           MainWindow| WebView: URL changed
I 08/19/2011 14:12:25:481 000013f4           MainWindow| WebView: loaded 
I 08/19/2011 14:12:25:483 00001ca4       ClientRegister| ClientRegister start
I 08/19/2011 14:12:25:483 00001ca4       ClientRegister| Waiting for 60 sec to try again to register client
I 08/19/2011 14:12:25:483 00001ca4       ClientRegister| Waiting for 60 sec to try again to register client
I 08/19/2011 14:12:25:486 0000171c              RhoRuby| Init_RhoBlobs: C:/Users/ffurtmueller/workspace/git/MyDailyRhodes/MyDailyRhodes\rhosimulator/db/db-files
I 08/19/2011 14:12:25:493 0000171c              RhoRuby| require_compiled: rhoframework
I 08/19/2011 14:12:25:496 0000171c              RhoRuby| require_compiled: rational
I 08/19/2011 14:12:25:498 0000171c              RhoRuby| require_compiled: rhom/rhom_db_adapter
I 08/19/2011 14:12:25:513 0000171c              RhoRuby| require_compiled: rhodes
I 08/19/2011 14:12:25:518 0000171c              RhoRuby| require_compiled: rhom/rhom_object
I 08/19/2011 14:12:25:518 0000171c              RhoRuby| require_compiled: rhofsconnector
I 08/19/2011 14:12:25:521 0000171c              RhoRuby| require_compiled: rho/rhofsconnector
I 08/19/2011 14:12:25:523 0000171c              RhoRuby| require_compiled: rhom/rhom_object_factory
I 08/19/2011 14:12:25:551 0000171c              RhoRuby| require_compiled: rhom/rhom
I 08/19/2011 14:12:25:553 0000171c              RhoRuby| require_compiled: rhom/rhom_model
I 08/19/2011 14:12:25:558 0000171c              RhoRuby| require_compiled: rhom
I 08/19/2011 14:12:25:558 0000171c              RhoRuby| require_compiled: rho/rhoapplication
I 08/19/2011 14:12:25:561 0000171c              RhoRuby| require_compiled: rholang/localization_simplified
I 08/19/2011 14:12:25:566 0000171c                  APP| Current locale: de; Country code: at
I 08/19/2011 14:12:25:566 0000171c                  APP| file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/lang_
I 08/19/2011 14:12:25:566 0000171c                  APP| Could not find resources for locale: de;file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/lang_
I 08/19/2011 14:12:25:566 0000171c                  APP| Load english resources.
I 08/19/2011 14:12:25:566 0000171c              RhoRuby| require_compiled: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/lang_en
I 08/19/2011 14:12:25:571 0000171c              RhoRuby| require_compiled: rho/rhomsg
I 08/19/2011 14:12:25:571 0000171c                  APP| Current locale: de; Country code: at
I 08/19/2011 14:12:25:571 0000171c                  APP| file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhomsg_
I 08/19/2011 14:12:25:573 0000171c              RhoRuby| require_compiled: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhomsg_de
I 08/19/2011 14:12:25:573 0000171c              RhoRuby| require_compiled: rho/rhotabbar
I 08/19/2011 14:12:25:576 0000171c              RhoRuby| require_compiled: rho/rhotoolbar
I 08/19/2011 14:12:25:578 0000171c              RhoRuby| require_compiled: indifferent_access
I 08/19/2011 14:12:25:586 0000171c              RhoRuby| require_compiled: rho/rhosupport
I 08/19/2011 14:12:25:591 0000171c              RhoRuby| require_compiled: rho/rhocontroller
I 08/19/2011 14:12:25:596 0000171c              RhoRuby| require_compiled: rho/render
I 08/19/2011 14:12:25:601 0000171c              RhoRuby| require_compiled: rho/rho
I 08/19/2011 14:12:25:616 0000171c              RhoRuby| require_compiled: rho/rhoerror
I 08/19/2011 14:12:25:618 0000171c                  APP| Current locale: de; Country code: at
I 08/19/2011 14:12:25:618 0000171c                  APP| file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhoerror_
I 08/19/2011 14:12:25:618 0000171c              RhoRuby| require_compiled: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhoerror_de
I 08/19/2011 14:12:25:623 0000171c              RhoRuby| require_compiled: rhom/rhom_source
E 08/19/2011 14:12:25:626 0000171c              RhoRuby| require_compiled: error: can not find rhodes_translator
I 08/19/2011 14:12:25:626 0000171c              RhoRuby| require_compiled: rho/rhoviewhelpers
I 08/19/2011 14:12:25:628 0000171c              RhoRuby| require_compiled: rho
I 08/19/2011 14:12:25:631 0000171c              RhoRuby| require_compiled: debugger
I 08/19/2011 14:12:25:638 0000171c              RhoRuby| require_compiled: uri
I 08/19/2011 14:12:25:641 0000171c              RhoRuby| require_compiled: uri/common
I 08/19/2011 14:12:25:651 0000171c              RhoRuby| require_compiled: uri/generic
I 08/19/2011 14:12:25:661 0000171c              RhoRuby| require_compiled: uri/ftp
I 08/19/2011 14:12:25:666 0000171c              RhoRuby| require_compiled: uri/http
I 08/19/2011 14:12:25:666 0000171c              RhoRuby| require_compiled: uri/https
I 08/19/2011 14:12:25:668 0000171c              RhoRuby| require_compiled: uri/ldap
I 08/19/2011 14:12:25:671 0000171c              RhoRuby| require_compiled: uri/ldaps
I 08/19/2011 14:12:25:673 0000171c              RhoRuby| require_compiled: uri/mailto
I 08/19/2011 14:12:25:678 0000171c              RhoRuby| require_compiled: timeout
I 08/19/2011 14:12:25:681 0000171c                  APP| [Debugger] Opening connection
I 08/19/2011 14:12:26:691 0000171c                  APP| [Debugger] Unable to open connection to debugger: #<Errno::ECONNREFUSED: No connection could be made because the target machine actively refused it. - connect(2)>
I 08/19/2011 14:12:26:691 0000171c                  APP| RHO loaded
I 08/19/2011 14:12:26:691 0000171c                  APP| Calling RHO.initialize
I 08/19/2011 14:12:26:691 0000171c              RhoRuby| require_compiled: rhoappmanifest
I 08/19/2011 14:12:26:693 0000171c              RhoRuby| require_compiled: find
I 08/19/2011 14:12:26:706 0000171c                   DB| Open DB: C:/Users/ffurtmueller/workspace/git/MyDailyRhodes/MyDailyRhodes\rhosimulator/db/syncdbuser.sqlite
I 08/19/2011 14:12:26:708 0000171c            RhodesApp| Starting sync engine...
I 08/19/2011 14:12:26:708 0000171c                 Sync| sync_poll_interval: 0
I 08/19/2011 14:12:26:708 0000171c                 Sync| syncserver: http://localhost:9292/application
I 08/19/2011 14:12:26:708 0000171c                 Sync| bulksync_state: 0
I 08/19/2011 14:12:26:708 0000171c            RhodesApp| RhoRubyInitApp...
I 08/19/2011 14:12:26:708 0000171c                  APP| init_app
I 08/19/2011 14:12:26:708 0000167c                 Sync| Starting main routine...
I 08/19/2011 14:12:26:708 0000171c              RhoRuby| require_compiled: application
I 08/19/2011 14:12:26:708 0000167c                 Sync| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:12:26:711 0000171c                  APP| Current locale: de; Country code: at
I 08/19/2011 14:12:26:711 0000171c                  APP| Could not find resources for locale: de;file: C:/Users/ffurtmueller/workspace/git/MyDailyRhodes/MyDailyRhodes\app/lang/lang_
I 08/19/2011 14:12:26:711 0000171c                 Sync| Set notification. Source ID: -1;Url :http://127.0.0.1:54220/app/Settings/sync_notify; Params: 
I 08/19/2011 14:12:26:711 0000171c           HttpServer| Start HTTP server
I 08/19/2011 14:12:26:713 0000171c         AppCallbacks| addCommand: LOCAL-SERVER-STARTED
I 08/19/2011 14:12:26:713 000003c4         AppCallbacks| process command: LOCAL-SERVER-STARTED
I 08/19/2011 14:12:26:713 000003c4  SystemImpl.cpp: 650| rho_sys_report_app_started() has no implementation on Win Mobile.
I 08/19/2011 14:12:26:713 000003c4         AppCallbacks| process command: UI-CREATED
I 08/19/2011 14:12:26:713 000003c4                  Net| Method: GET;Url: http://127.0.0.1:54220/system/uicreated
I 08/19/2011 14:12:26:791 0000171c           HttpServer| Process URI: '/system/uicreated'
I 08/19/2011 14:12:26:791 0000171c                  APP| on_ui_created.navigate to start url: '/app'
I 08/19/2011 14:12:26:791 000013f4      MainWindowProxy| navigate: 'http://127.0.0.1:54220/app'
I 08/19/2011 14:12:26:791 000003c4         AppCallbacks| process command: APP-ACTIVATED
I 08/19/2011 14:12:26:791 000003c4                  Net| Method: GET;Url: http://127.0.0.1:54220/system/activateapp
I 08/19/2011 14:12:26:791 000013f4           MainWindow| WebView: loading...
I 08/19/2011 14:12:26:791 0000171c           HttpServer| Process URI: '/system/activateapp'
I 08/19/2011 14:12:26:793 000003c4         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:12:26:793 0000171c           HttpServer| Process URI: '/app'
I 08/19/2011 14:12:26:796 0000171c           HttpServer| Process URI: '/app/index.erb'
I 08/19/2011 14:12:26:796 0000171c                  APP| RHO serve_index: /app/index.erb
I 08/19/2011 14:12:26:796 0000171c RHO Rho::RhoController| inst_render_index
I 08/19/2011 14:12:26:796 0000171c              RhoRuby| require_compiled: erb
I 08/19/2011 14:12:26:806 0000171c                  APP| eval_compiled_file : C:/Users/ffurtmueller/workspace/git/MyDailyRhodes/MyDailyRhodes/app/index.erb
I 08/19/2011 14:12:26:808 0000171c RHO Rho::RhoController| index layout
I 08/19/2011 14:12:26:808 0000171c                  APP| eval_compiled_file : C:/Users/ffurtmueller/workspace/git/MyDailyRhodes/MyDailyRhodes/app/layout.erb
I 08/19/2011 14:12:26:808 000013f4           MainWindow| WebView: URL changed
I 08/19/2011 14:12:26:831 0000171c           HttpServer| Process URI: '/public/sencha/resources/css/sencha-touch.css'
I 08/19/2011 14:12:26:853 0000171c           HttpServer| Process URI: '/public/css/sencha.css'
I 08/19/2011 14:12:26:856 0000171c           HttpServer| Process URI: '/public/sencha/sencha-touch-debug.js'
I 08/19/2011 14:12:26:890 0000171c           HttpServer| Process URI: '/public/app/rhodes.js'
I 08/19/2011 14:12:26:892 0000171c           HttpServer| Process URI: '/public/app/account.js'
I 08/19/2011 14:12:26:895 0000171c           HttpServer| Process URI: '/public/app/contact.js'
I 08/19/2011 14:12:26:897 0000171c           HttpServer| Process URI: '/public/app/about.js'
I 08/19/2011 14:12:26:900 0000171c           HttpServer| Process URI: '/public/app/login.js'
I 08/19/2011 14:12:26:980 0000171c           HttpServer| Process URI: '/public/app/index.js'
I 08/19/2011 14:12:28:199 0000171c           HttpServer| Process URI: '/app/Saccount/alljson'
E 08/19/2011 14:12:28:199 0000171c           HttpServer| The file /app/Saccount/alljson was not found
I 08/19/2011 14:12:28:199 0000171c           HttpServer| Process URI: '/app/Scontact/alljson'
E 08/19/2011 14:12:28:199 0000171c           HttpServer| The file /app/Scontact/alljson was not found
I 08/19/2011 14:12:28:297 000013f4           MainWindow| WebView: loaded 
I 08/19/2011 14:12:29:364 0000171c           HttpServer| Process URI: '/app/Settings/logged_in'
I 08/19/2011 14:12:29:364 0000171c                  APP| RHO serve: /app/Settings/logged_in
I 08/19/2011 14:12:29:364 0000171c              RhoRuby| require_compiled: Settings/controller
I 08/19/2011 14:12:29:366 0000171c              RhoRuby| require_compiled: helpers/browser_helper
I 08/19/2011 14:12:29:369 0000171c              RhoRuby| require_compiled: json
I 08/19/2011 14:12:29:369 0000171c              RhoRuby| require_compiled: json/common
I 08/19/2011 14:12:29:374 0000171c              RhoRuby| require_compiled: json/version
I 08/19/2011 14:12:29:376 0000171c              RhoRuby| require_compiled: json/pure
I 08/19/2011 14:12:29:379 0000171c              RhoRuby| require_compiled: json/pure/generator
I 08/19/2011 14:12:39:466 000013f4            RhodesApp| callAppActiveCallback
I 08/19/2011 14:12:39:466 000013f4         AppCallbacks| addCommand: APP-DEACTIVATED
I 08/19/2011 14:12:39:466 000013f4                  Net| Method: GET;Url: http://127.0.0.1:54220/system/deactivateapp
I 08/19/2011 14:12:39:466 000003c4         AppCallbacks| process command: APP-DEACTIVATED
I 08/19/2011 14:12:39:466 000003c4         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:12:39:468 0000171c           HttpServer| Process URI: '/system/deactivateapp'
I 08/19/2011 14:12:39:471 00001ca4       ClientRegister| ClientRegister thread shutdown
I 08/19/2011 14:12:39:471 000013f4                  Net| Method: GET;Url: http://127.0.0.1:54220/system/uidestroyed
I 08/19/2011 14:12:39:471 0000171c           HttpServer| Process URI: '/system/uidestroyed'
I 08/19/2011 14:12:39:471 000003c4         AppCallbacks| Thread shutdown
I 08/19/2011 14:12:39:473 000013f4           HttpServer| Stopping server...
I 08/19/2011 14:12:39:473 0000171c            RhodesApp| RhodesApp thread shutdown
I 08/19/2011 14:12:39:473 0000167c                 Sync| Thread shutdown
I 08/19/2011 14:36:19:620 0000066c      Rhodes.cpp: 178| Rhodes started
I 08/19/2011 14:36:19:623 00001e00         AppCallbacks| Starting main routine...
I 08/19/2011 14:36:19:623 00001e00         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:36:19:630 0000066c            RhodesApp| Trying to get free listening port.
I 08/19/2011 14:36:19:633 0000066c            RhodesApp| Trying to bind of 0 port...
I 08/19/2011 14:36:19:633 0000066c            RhodesApp| Got port to bind on: 54461
I 08/19/2011 14:36:19:633 0000066c            RhodesApp| Free listening port: 54461
I 08/19/2011 14:36:19:761 0000066c            RhodesApp| callAppActiveCallback
I 08/19/2011 14:36:19:761 0000066c         AppCallbacks| addCommand: APP-ACTIVATED
I 08/19/2011 14:36:19:761 00001e00         AppCallbacks| Received command APP-ACTIVATED which is greater than expected (LOCAL-SERVER-STARTED) - postpone it
I 08/19/2011 14:36:19:761 00001e00         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:36:19:763 0000066c         AppCallbacks| addCommand: UI-CREATED
I 08/19/2011 14:36:19:763 00001e00         AppCallbacks| Received command UI-CREATED which is greater than expected (LOCAL-SERVER-STARTED) - postpone it
I 08/19/2011 14:36:19:763 00001e00         AppCallbacks| ThreadQueue blocked for 300 seconds...
I 08/19/2011 14:36:19:763 0000066c      MainWindowProxy| navigate: 'about:blank'
I 08/19/2011 14:36:19:763 000005b0            RhodesApp| Starting RhodesApp main routine...
I 08/19/2011 14:36:19:763 0000066c           MainWindow| WebView: loading...
I 08/19/2011 14:36:19:763 0000066c           MainWindow| WebView: URL changed
I 08/19/2011 14:36:19:763 0000066c           MainWindow| WebView: loaded 
I 08/19/2011 14:36:19:766 00001ea8       ClientRegister| ClientRegister start
I 08/19/2011 14:36:19:766 00001ea8       ClientRegister| Waiting for 60 sec to try again to register client
I 08/19/2011 14:36:19:766 00001ea8       ClientRegister| Waiting for 60 sec to try again to register client
I 08/19/2011 14:36:19:768 000005b0              RhoRuby| Init_RhoBlobs: C:/Users/ffurtmueller/workspace/git/MyDailyRhodes/MyDailyRhodes\rhosimulator/db/db-files
I 08/19/2011 14:36:19:768 000005b0              RhoRuby| require_compiled: rhoframework
I 08/19/2011 14:36:19:771 000005b0              RhoRuby| require_compiled: rational
I 08/19/2011 14:36:19:773 000005b0              RhoRuby| require_compiled: rhom/rhom_db_adapter
I 08/19/2011 14:36:19:781 000005b0              RhoRuby| require_compiled: rhodes
I 08/19/2011 14:36:19:783 000005b0              RhoRuby| require_compiled: rhom/rhom_object
I 08/19/2011 14:36:19:786 000005b0              RhoRuby| require_compiled: rhofsconnector
I 08/19/2011 14:36:19:786 000005b0              RhoRuby| require_compiled: rho/rhofsconnector
I 08/19/2011 14:36:19:791 000005b0              RhoRuby| require_compiled: rhom/rhom_object_factory
I 08/19/2011 14:36:19:821 000005b0              RhoRuby| require_compiled: rhom/rhom
I 08/19/2011 14:36:19:823 000005b0              RhoRuby| require_compiled: rhom/rhom_model
I 08/19/2011 14:36:19:828 000005b0              RhoRuby| require_compiled: rhom
I 08/19/2011 14:36:19:831 000005b0              RhoRuby| require_compiled: rho/rhoapplication
I 08/19/2011 14:36:19:833 000005b0              RhoRuby| require_compiled: rholang/localization_simplified
I 08/19/2011 14:36:19:838 000005b0                  APP| Current locale: de; Country code: at
I 08/19/2011 14:36:19:838 000005b0                  APP| file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/lang_
I 08/19/2011 14:36:19:838 000005b0                  APP| Could not find resources for locale: de;file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/lang_
I 08/19/2011 14:36:19:838 000005b0                  APP| Load english resources.
I 08/19/2011 14:36:19:838 000005b0              RhoRuby| require_compiled: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/lang_en
I 08/19/2011 14:36:19:841 000005b0              RhoRuby| require_compiled: rho/rhomsg
I 08/19/2011 14:36:19:843 000005b0                  APP| Current locale: de; Country code: at
I 08/19/2011 14:36:19:843 000005b0                  APP| file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhomsg_
I 08/19/2011 14:36:19:843 000005b0              RhoRuby| require_compiled: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhomsg_de
I 08/19/2011 14:36:19:846 000005b0              RhoRuby| require_compiled: rho/rhotabbar
I 08/19/2011 14:36:19:846 000005b0              RhoRuby| require_compiled: rho/rhotoolbar
I 08/19/2011 14:36:19:848 000005b0              RhoRuby| require_compiled: indifferent_access
I 08/19/2011 14:36:19:851 000005b0              RhoRuby| require_compiled: rho/rhosupport
I 08/19/2011 14:36:19:856 000005b0              RhoRuby| require_compiled: rho/rhocontroller
I 08/19/2011 14:36:19:861 000005b0              RhoRuby| require_compiled: rho/render
I 08/19/2011 14:36:19:868 000005b0              RhoRuby| require_compiled: rho/rho
I 08/19/2011 14:36:19:886 000005b0              RhoRuby| require_compiled: rho/rhoerror
I 08/19/2011 14:36:19:886 000005b0                  APP| Current locale: de; Country code: at
I 08/19/2011 14:36:19:886 000005b0                  APP| file: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhoerror_
I 08/19/2011 14:36:19:888 000005b0              RhoRuby| require_compiled: C:/InstantRhodes/ruby/lib/ruby/gems/1.8/gems/rhodes-3.0.2/lib/framework/rholang/rhoerror_de
I 08/19/2011 14:36:19:891 000005b0              RhoRuby| require_compiled: rhom/rhom_source
E 08/19/2011 14:36:19:893 000005b0              RhoRuby| require_compiled: error: can not find rhodes_translator
I 08/19/2011 14:36:19:896 000005b0              RhoRuby| require_compiled: rho/rhoviewhelpers
m/uicreated
